Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude
Chinese,"635 Gerrard St E
Toronto, ON M4M",Top Bakery House,(416) 462-2876,Under $10,,https://www.yelp.ca/biz/top-bakery-house-toronto,43.665751,-79.35066
Chinese,"398 Parliament Street
Toronto, ON M5A 0A4",Pho U,(647) 865-7118,Under $10,,https://www.yelp.ca/biz/pho-u-toronto,43.661659,-79.367076
Chinese,"1 Glen Watford Avenue
Toronto, ON M1S 2B7",Peking Duck Kitchen,(647) 352-2228,$11-30,pekingduckmenu.ca,https://www.yelp.ca/biz/peking-duck-kitchen-toronto,43.785973,-79.276037
Chinese,"175 Commander Boulevard
Unit 1
Toronto, ON M1S 3M7",Ding Tai Fung,(416) 291-0123,$11-30,,https://www.yelp.ca/biz/ding-tai-fung-toronto,43.796407,-79.270493
Chinese,"3320 Midland Avenue
Toronto, ON M1V 1R4",Dumpling Buffet,,,,https://www.yelp.ca/biz/dumpling-buffet-toronto,43.807745,-79.289587
Chinese,"3280 Midland Avenue
Unit 21
Toronto, ON M1V 0C7",Yunnan Steamed Fish Pot,(416) 292-7666,$31-60,,https://www.yelp.ca/biz/yunnan-steamed-fish-pot-toronto,43.805877,-79.288317
Chinese,"5 Northtown Way
Unit 14
Toronto, ON M2N 7A1",Sprout Hainan Noodle,(647) 340-9093,Under $10,,https://www.yelp.ca/biz/sprout-hainan-noodle-toronto-2,43.774992,-79.41347
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,(647) 846-8120,Under $10,riceandnoodle.ca,https://www.yelp.ca/adredir?ad_business_id=Mv3pO01Alty1pXQwi-Uy5A&campaign_id=BRhEMZyf99CRta4amJIlww&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Frice-and-noodle-toronto&request_id=c3dfce6c7e1f20b4&signature=6d06a72d8eed54cc47f5ad1f7086e6d700856409fc88d77b77edda00e53f40ce&slot=0,43.640388,-79.438338
Chinese,"5306 Yonge Street
Toronto, ON M2N 0E3",Hey Noodles,(416) 347-6789,$11-30,heynoodles.com,https://www.yelp.ca/adredir?ad_business_id=X2I47eENvYeVL6QlzAZ0wA&campaign_id=5F6kuwsi474yKM8SiuVLUQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fhey-noodles-toronto-5&request_id=c3dfce6c7e1f20b4&signature=d76e12cb94b87dfe05b7efba167d599e78ba14c26c42d1f5fa5c409fc424e805&slot=1,43.772847,-79.414106
Chinese,"633 Silver Star Boulevard
Unit 120
Toronto, ON M1V 5N1",New Northern Dumplings,(416) 321-2289,Under $10,,https://www.yelp.ca/biz/new-northern-dumplings-toronto,43.82214,-79.298508
Chinese,"321 Spadina Ave
Toronto, ON M5T 2E9",Ding Dong Pastries,(416) 640-2761,Under $10,,https://www.yelp.ca/biz/ding-dong-pastries-toronto,43.654337,-79.398451
Chinese,"418 Spadina Ave
Toronto, ON M5T 1N8",Canton Chilli Restaurant,(416) 595-8288,$11-30,cantonchilli.com,https://www.yelp.ca/biz/canton-chilli-restaurant-toronto,43.656293,-79.399779
Chinese,"12 Av Street Clair E
Toronto, ON M4T 1L7",Best Z,(416) 927-7706,,,https://www.yelp.ca/biz/best-z-toronto,43.688484,-79.393781
Chinese,"300 Borough Drive
Toronto, ON M1P 4P5",Kwan Dim Sum Express,(647) 350-9388,$11-30,kwandimsum.ca,https://www.yelp.ca/biz/kwan-dim-sum-express-toronto-2,43.776062,-79.257596
Chinese,"900 York Mills Road
Toronto, ON M3B 3H2",Jade Palace,,,,https://www.yelp.ca/biz/jade-palace-toronto,43.756283,-79.349506
Chinese,"436 Dundas Street W
Toronto, ON M5T 1G7",Morals Village,(647) 352-7588,$31-60,cqdz.ca,https://www.yelp.ca/biz/morals-village-toronto-2,43.653552,-79.395664
Chinese,"4830 Sheppard Avenue E
Toronto, ON M1S 5M9",Chinese Feast,(416) 321-6321,Under $10,,https://www.yelp.ca/biz/chinese-feast-toronto-2,43.792427,-79.24986
Chinese,"4205 Keele Street
Unit 7
Toronto, ON M3J 3T8",Tin Tin Congee Chinese Restaurant,(416) 661-8883,Under $10,,https://www.yelp.ca/biz/tin-tin-congee-chinese-restaurant-toronto,43.773109,-79.493238
Chinese,"1734 Lawrence Avenue E
Toronto, ON M1R 2Y1",House of Wong,(416) 759-1147,Above $61,houseofwonglawrence.com,https://www.yelp.ca/biz/house-of-wong-toronto-2,43.742749,-79.308576
Chinese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,(647) 558-3135,Under $10,,https://www.yelp.ca/adredir?ad_business_id=7DiGCzG9-Om3trB5iJYcjw&campaign_id=WdOUvn7TdkSLv0Xodoo1JA&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fkim-vietnamese-restaurant-toronto-3&request_id=c3dfce6c7e1f20b4&signature=25b85b43e37ee6496484aec2780ecc18978aa08d567ef8307375618e3c7ece59&slot=0,43.652774,-79.3994
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga's Corner,(647) 761-0965,Under $10,,https://www.yelp.ca/adredir?ad_business_id=rfgln6-7WFCu7S7fOoqMdA&campaign_id=J2ReRvseOldb5s8dVW_XfA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Flogas-corner-toronto&request_id=748fdc7bdbac7ee4&signature=c7df5e99c886c63685eae165f4212499a06424571a7188a938084d10515b4ebc&slot=0,43.640353,-79.435923
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,(416) 551-8026,,Www.umamihakka.com,https://www.yelp.ca/adredir?ad_business_id=2TPyzxqlhIRYqd6zi317Lw&campaign_id=koKkxsb1uGI4FSbvRB3Mlw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fumami-hakka-toronto&request_id=748fdc7bdbac7ee4&signature=805eee2ad7527f03b1c86e7c82d9015f91d0474c455936933ded26f2dcbeef42&slot=1,43.724862,-79.550843
Chinese,"3266 W Lake Shore Boulevard
Toronto, ON M8V 1M4",Dumpling Melody Bistro,(416) 800-6580,$11-30,,https://www.yelp.ca/biz/dumpling-melody-bistro-toronto,43.596858,-79.523305
Chinese,"3555 Don Mills Road
Unit 11
Toronto, ON M2H 3N3",Tasty BBQ Seafood Restaurant,(416) 756-7773,$11-30,,https://www.yelp.ca/biz/tasty-bbq-seafood-restaurant-toronto,43.79419,-79.354411
Chinese,"149 Ravel Road
Unit B
Toronto, ON M2H 1T1",Tasty Delight Fusion Cuisine,(416) 493-4933,Under $10,,https://www.yelp.ca/biz/tasty-delight-fusion-cuisine-toronto-3,43.791579,-79.366747
Chinese,"4227 Sheppard Avenue E
Unit B1
Toronto, ON M1S 5H5",Old Beijing BBQ,(416) 754-8881,,oldbeijing.ca,https://www.yelp.ca/biz/old-beijing-bbq-toronto-2,43.785204,-79.277574
Chinese,"789 Warden Avenue
Unit 2
Toronto, ON M1L 4C2",Hakka Legend Asian Cuisine,(416) 759-0006,$11-30,hakkalegend.com,https://www.yelp.ca/biz/hakka-legend-asian-cuisine-toronto,43.72602,-79.286765
Chinese,"1883 McNicoll Avenue
Toronto, ON M1V 5M3",Qin Tang Taste,(647) 925-1788,$11-30,,https://www.yelp.ca/biz/qin-tang-taste-toronto,43.811723,-79.302379
Chinese,"442 Dundas Street W
Toronto, ON M5T 1G7",Dumpling & More,(647) 348-3168,$11-30,,https://www.yelp.ca/biz/dumpling-and-more-toronto-2,43.653613,-79.395822
Chinese,"150 Dundas Street W
Toronto, ON M5G 1C6",New Treasure,(416) 977-3778,Under $10,,https://www.yelp.ca/biz/new-treasure-toronto,43.655535,-79.385553
Chinese,"1921 Avenue Road
Toronto, ON M5M 4A2",Sakura Garden,(647) 348-8668,$11-30,sakuragarden2012.ca,https://www.yelp.ca/biz/sakura-garden-toronto,43.733504,-79.419336
Chinese,"4907 Yonge Street
Toronto, ON M2N 5N6",Lee Town,(416) 730-9398,Under $10,leetown.ca,https://www.yelp.ca/biz/lee-town-toronto,43.764226,-79.411329
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,(647) 846-8120,Under $10,riceandnoodle.ca,https://www.yelp.ca/adredir?ad_business_id=Mv3pO01Alty1pXQwi-Uy5A&campaign_id=BRhEMZyf99CRta4amJIlww&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Frice-and-noodle-toronto&request_id=223a7069583b819b&signature=b07fb1c2caf64c5add40e60c3bd968c362712c972948ff9c6b87004bec6fd290&slot=0,43.640388,-79.438338
Chinese,"5306 Yonge Street
Toronto, ON M2N 0E3",Hey Noodles,(416) 347-6789,$11-30,heynoodles.com,https://www.yelp.ca/adredir?ad_business_id=X2I47eENvYeVL6QlzAZ0wA&campaign_id=5F6kuwsi474yKM8SiuVLUQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fhey-noodles-toronto-5&request_id=223a7069583b819b&signature=130fb231c8b552dc275d16142dc860e33778e258667574fd77e13d180a174d9b&slot=1,43.772847,-79.414106
Chinese,"3 Glen Watford Drive
Toronto, ON M1S 2B7",The Old House,(647) 702-7722,$11-30,,https://www.yelp.ca/biz/the-old-house-toronto-2,43.786989,-79.276122
Chinese,"4186 Finch Avenue E
Toronto, ON M1S 3V1",Chu Resto,(416) 900-2799,,churesto.com,https://www.yelp.ca/biz/chu-resto-toronto,43.803782,-79.288661
Chinese,"962 St. Clair Ave W
Toronto, ON M6E",Brothers Bar Restaurant,(416) 651-3309,Under $10,,https://www.yelp.ca/biz/brothers-bar-restaurant-toronto,43.679685,-79.436315
Chinese,"214 King St W
Toronto, ON M5H",Chic Chinoise Restaurant & Lounge,(416) 599-8828,$11-30,,https://www.yelp.ca/biz/chic-chinoise-restaurant-and-lounge-toronto,43.647537,-79.386871
Chinese,"26 Lee Centre Drive
Toronto, ON M1H 3J1",Chill,(647) 717-1065,Under $10,chill-restaurant.business.site,https://www.yelp.ca/biz/chill-toronto,43.78097,-79.247496
Chinese,"3250 Midland Avenue
Unit D102
Toronto, ON M1V 4W9",Shaanxi Legend,(416) 273-8198,$11-30,ads.yorkbbs.ca/hantangfu,https://www.yelp.ca/biz/shaanxi-legend-toronto,43.804878,-79.288034
Chinese,"5817 Yonge Street
Toronto, ON M2M 3T9",Congee Time,(416) 225-6688,$11-30,congeetime.com,https://www.yelp.ca/biz/congee-time-toronto,43.785423,-79.416048
Chinese,"Agincourt Mall
3850 Sheppard Avenue E, Unit 425
Toronto, ON M1T 3L4",Congee Queen,(416) 321-8288,$11-30,congeequeen.com,https://www.yelp.ca/biz/congee-queen-toronto,43.783752,-79.292707
Chinese,"728 Wilson Avenue
North York, ON M3K 1E2",Lucky Wok Restaurants,(416) 635-8245,Under $10,luckywokchinesetoronto.com,https://www.yelp.ca/biz/lucky-wok-restaurants-north-york,43.731575,-79.463622
Chinese,"1136 College Street W
Toronto, ON M6H 1B5",Ilhas De Bruma,(416) 538-2015,$31-60,ilhasdebruma.ca,https://www.yelp.ca/adredir?ad_business_id=JrD90K-V1tfPWbWjPgSXmA&campaign_id=qetOk0GDgM6FIdcC1ZG4wQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Filhas-de-bruma-toronto&request_id=223a7069583b819b&signature=46d536e196436fa34e89e745c682ee908bcac3d045cb5f57ea56ec958b3892e7&slot=0,43.652334,-79.433657
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,(416) 551-8026,,Www.umamihakka.com,https://www.yelp.ca/adredir?ad_business_id=2TPyzxqlhIRYqd6zi317Lw&campaign_id=koKkxsb1uGI4FSbvRB3Mlw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fumami-hakka-toronto&request_id=b33b8a21ea3c0725&signature=e340600b060babcb2d9c3540704879e972875f2121456490325489431355dfdc&slot=0,43.724862,-79.550843
Chinese,"280 Spadina Avenue
Toronto, ON M5T 1H1",YooJ Express Restaurant,(647) 748-8827,Under $10,,https://www.yelp.ca/biz/yooj-express-restaurant-toronto,43.652465,-79.398364
Chinese,"2598 Birchmount Rd
Toronto, ON M1T 2M5",Fortune House Restaurant,,$11-30,,https://www.yelp.ca/biz/fortune-house-restaurant-toronto,43.790339,-79.302249
Chinese,"2372 Eglinton Avenue E
Suite 5
Toronto, ON M1K 2P3",Seatown Restaurant,(416) 285-8289,Under $10,,https://www.yelp.ca/biz/seatown-restaurant-toronto,43.731885,-79.271141
Chinese,"440 Spadina Avenue
Toronto, ON M5T",Huibin,,$11-30,,https://www.yelp.ca/biz/huibin-toronto,43.657008,-79.399969
Chinese,"421 Dundas St W
Toronto, ON M5T 2W4",Little Sheep Mongolian Hot Pot,(416) 792-8885,$11-30,littlesheephotpot.com,https://www.yelp.ca/biz/little-sheep-mongolian-hot-pot-toronto,43.653265,-79.395323
Chinese,"3250 Midland Avenue
Unit G110 & G111
Toronto, ON M1V 0C7",DM Chicken,,$11-30,,https://www.yelp.ca/biz/dm-chicken-toronto,43.804904,-79.288056
Chinese,"248 Spadina Avenue
Toronto, ON M5T",Furama Cake and Desserts Garden,(416) 504-5709,Under $10,,https://www.yelp.ca/biz/furama-cake-and-desserts-garden-toronto,43.651585,-79.397844
Chinese,"5505 Leslie Street
Finch Leslie Square
Toronto, ON M2H 3B6",Paradise Fine Chinese Dining,(416) 490-8828,$11-30,,https://www.yelp.ca/biz/paradise-fine-chinese-dining-toronto,43.791205,-79.367711
Chinese,"415 Parliament St
Toronto, ON M5A 3A1",Asian Taste,,,,https://www.yelp.ca/biz/asian-taste-toronto,43.662469,-79.367011
Chinese,"2404 Bloor St W
Toronto, ON M6S 1P9",Bao Bao Plus Dim Sum,(416) 925-6197,$11-30,,https://www.yelp.ca/biz/bao-bao-plus-dim-sum-toronto,43.649723,-79.483357
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,(416) 551-8026,,Www.umamihakka.com,https://www.yelp.ca/adredir?ad_business_id=2TPyzxqlhIRYqd6zi317Lw&campaign_id=koKkxsb1uGI4FSbvRB3Mlw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fumami-hakka-toronto&request_id=024f1a3ade306239&signature=9d53c4db3bff1e7f21af94a5b7fc8c3ee8ff7c93c544c4d3d5f949636fdbc405&slot=0,43.724862,-79.550843
Chinese,"167 Bathurst Street
Toronto, ON M5V",Mean Bao,(416) 862-7737,Under $10,meanbaotoronto.com,https://www.yelp.ca/biz/mean-bao-toronto-3,43.646592,-79.403756
Chinese,"2300 Yonge Street
Unit #S106
Toronto, ON M4P 1E4",Manchu Wok,(416) 480-9866,,manchuwok.com,https://www.yelp.ca/biz/manchu-wok-toronto,43.707276,-79.399548
Chinese,"1330 Danforth Avenue
Toronto, ON M4J 1M9",South Sea Chinese Foods,(416) 461-1197,Under $10,southseachinesefood.com,https://www.yelp.ca/biz/south-sea-chinese-foods-toronto-4,43.682263,-79.329298
Chinese,"416 Spadina Avenue
Toronto, ON M5T",Sichuan Landscape Chinese Restaurant,(647) 352-6998,$31-60,,https://www.yelp.ca/biz/sichuan-landscape-chinese-restaurant-toronto,43.656273,-79.399631
Chinese,"3600 Victoria Park Avenue
Unit 1-7
Toronto, ON M2H 3B2",Crown Prince Fine Dining & Banquet,(416) 490-8893,$11-30,crown-prince.ca,https://www.yelp.ca/biz/crown-prince-fine-dining-and-banquet-toronto,43.806395,-79.338572
Chinese,"20 Bloor Street E
Toronto, ON M4W 3G7",Manchu Wok,(416) 925-8902,Under $10,manchuwok.com,https://www.yelp.ca/biz/manchu-wok-toronto-5,43.670562,-79.386402
Chinese,"3380 Midland Avenue
Unit 19
Toronto, ON M1V",Tang Home Style Lamb and Beef,(647) 430-0188,Under $10,,https://www.yelp.ca/biz/tang-home-style-lamb-and-beef-toronto,43.809119,-79.29083
Chinese,"955 Kingston Road
Toronto, ON M4E 1S8",Kingston Chinese Restaurant,(647) 352-3818,$11-30,kingstonchineserestaurant.ca,https://www.yelp.ca/biz/kingston-chinese-restaurant-toronto-2,43.680488,-79.28754
Chinese,"2201 Finch Avenue W
Unit 3
Toronto, ON M9M 2Y9",Bajra Indian & Hakka Chinese Cuisine,(416) 741-2442,,,https://www.yelp.ca/biz/bajra-indian-and-hakka-chinese-cuisine-toronto,43.752368,-79.536897
Chinese,"3555 Don Mills Road
Unit 4
Toronto, ON M2H 3N3",Congee Delight,(416) 498-6988,Under $10,,https://www.yelp.ca/biz/congee-delight-toronto,43.794366,-79.35377
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,(416) 551-8026,,Www.umamihakka.com,https://www.yelp.ca/adredir?ad_business_id=2TPyzxqlhIRYqd6zi317Lw&campaign_id=koKkxsb1uGI4FSbvRB3Mlw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fumami-hakka-toronto&request_id=2f1d8af9279b2353&signature=a84c3a72623fd773e2d0dbd1e57c2a07dd24db6357fa8dc502719dd9b6830e2c&slot=0,43.724862,-79.550843
Chinese,"4401 Sheppard Avenue E
Toronto, ON M1S 1T8",Shanghai Dim Sum,(647) 344-3630,$11-30,Www.shanghaidimsum.ca,https://www.yelp.ca/biz/shanghai-dim-sum-toronto,43.787294,-79.269559
Chinese,"3250 Midland Avenue
Unit 126
Toronto, ON M1V 0C7",Konner Chinese Restaurant,(416) 760-8818,$11-30,konner.ca,https://www.yelp.ca/biz/konner-chinese-restaurant-toronto,43.805018,-79.287622
Chinese,"2028 Queen Street E
Toronto, ON M4L 1J4",Honey-Bee Restaurant,(416) 698-5567,$11-30,honeybeerestaurant.com,https://www.yelp.ca/biz/honey-bee-restaurant-toronto,43.670594,-79.298646
Chinese,"633 Silver Star Boulevard
Unit 119
Toronto, ON M1V 5N1",Origination Noodle,(416) 412-0461,$11-30,,https://www.yelp.ca/biz/origination-noodle-toronto,43.82214,-79.298508
Chinese,"3833 Midland Avenue
Toronto, ON M1V 5L6",Kong Kee Barbeque,(416) 298-1395,Under $10,,https://www.yelp.ca/biz/kong-kee-barbeque-toronto,43.813658,-79.291422
Chinese,"5195 Yonge Street
Toronto, ON M2N 5P7",Sichuan Ren,(416) 222-9888,$31-60,sichuanren.ca,https://www.yelp.ca/biz/sichuan-ren-toronto,43.769088,-79.413045
Chinese,"897 Pape Avenue
Toronto, ON M4K 3T9",Number One,(416) 463-3437,,numberonechineserestaurant.com,https://www.yelp.ca/biz/number-one-toronto,43.684672,-79.346787
Chinese,"3040 Don Mills Road
Toronto, ON M2J",Mr. Gao's Gardens,(416) 491-5010,,,https://www.yelp.ca/biz/mr-gaos-gardens-toronto,43.780265,-79.348717
Chinese,"529 Marlee Avenue
North York, ON M6B 3J3",Li Cheng Restaurant,(416) 781-5798,Under $10,lichengrestaurant.com,https://www.yelp.ca/biz/li-cheng-restaurant-north-york,43.708678,-79.443329
Chinese,"333 Bay St
Unit 6
Toronto, ON M5H",Szechuan Express BAC,(416) 866-8896,Under $10,,https://www.yelp.ca/biz/szechuan-express-bac-toronto,43.650355,-79.38044
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,(647) 846-8120,Under $10,riceandnoodle.ca,https://www.yelp.ca/adredir?ad_business_id=Mv3pO01Alty1pXQwi-Uy5A&campaign_id=BRhEMZyf99CRta4amJIlww&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Frice-and-noodle-toronto&request_id=c7b403b42fc7ceda&signature=b4272d7148608144dfd84cf30574704fbd6ef1d40b37e1d345fb80f69b7ba824&slot=0,43.640388,-79.438338
Chinese,"5306 Yonge Street
Toronto, ON M2N 0E3",Hey Noodles,(416) 347-6789,$11-30,heynoodles.com,https://www.yelp.ca/adredir?ad_business_id=X2I47eENvYeVL6QlzAZ0wA&campaign_id=5F6kuwsi474yKM8SiuVLUQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fhey-noodles-toronto-5&request_id=c7b403b42fc7ceda&signature=997793fcdef7631d33da6f338d9de7b7131cc975ef9735f88e56105cc9da76fc&slot=1,43.772847,-79.414106
Chinese,Chartwell Shopping Centre,Canton Rice Noodle,(647) 349-8028,Under $10,,https://www.yelp.ca/biz/canton-rice-noodle-toronto,43.797802,-79.270832
Chinese,"292 Parliament St
Toronto, ON M5A 3A4",Bamboo Kitchen,(647) 344-8938,,,https://www.yelp.ca/biz/bamboo-kitchen-toronto,43.658806,-79.365929
Chinese,"170 Spadina Ave
Toronto, ON M5T 2C2",Hot Bunzz Street Cuizine,,Under $10,hotbunzz.com,https://www.yelp.ca/biz/hot-bunzz-street-cuizine-toronto,43.649122,-79.396901
Chinese,"308 Painted Post Drive
Toronto, ON M1G 2M3",Sa-Fire Restaurant & Bar,(647) 352-3473,$11-30,,https://www.yelp.ca/biz/sa-fire-restaurant-and-bar-toronto,43.767766,-79.227584
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,(416) 551-8026,,Www.umamihakka.com,https://www.yelp.ca/biz/umami-hakka-toronto,43.724862,-79.550843
Chinese,"3453 Victoria Park Ave
Toronto, ON M1T",Home Feel Seafood Chinese Restaurant,,,,https://www.yelp.ca/biz/home-feel-seafood-chinese-restaurant-toronto,43.798524,-79.333688
Chinese,"3250 Midland Avenue
Suite G106
Toronto, ON M1V",A Xiang,(647) 825-8288,$11-30,,https://www.yelp.ca/biz/a-xiang-toronto-2,43.804604,-79.287865
Chinese,"3833 Midland Avenue
Toronto, ON M1V 1A1",Da Ke Yi Snacks,(647) 539-6398,Under $10,,https://www.yelp.ca/biz/da-ke-yi-snacks-toronto,43.814236,-79.291819
Chinese,"668 Silver Star Blvd
Unit 201
Toronto, ON M1V 5N1",Silver Star BBQ,(416) 335-7758,$11-30,,https://www.yelp.ca/biz/silver-star-bbq-toronto,43.822589,-79.299781
Chinese,"615 Gerrard St E
Toronto, ON M4M 1Y2",River Seafood House,(416) 778-8888,,,https://www.yelp.ca/biz/river-seafood-house-toronto-2,43.665653,-79.351259
Chinese,"434 College St
Toronto, ON M4W 1A7",Nirvana,(437) 370-3547,$11-30,nirvanaoncollege.com,https://www.yelp.ca/adredir?ad_business_id=hNSvyreISNd9XXrHyyaSjQ&campaign_id=5b9kieiWImBF-LMvNqdrqg&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fnirvana-toronto&request_id=c7b403b42fc7ceda&signature=19b1b146880514f95183c1d33adeda6ccabcda0c2978e7baccb8baa3fe4e59fd&slot=0,43.656571,-79.40712
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,(647) 846-8120,Under $10,riceandnoodle.ca,https://www.yelp.ca/adredir?ad_business_id=Mv3pO01Alty1pXQwi-Uy5A&campaign_id=BRhEMZyf99CRta4amJIlww&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Frice-and-noodle-toronto&request_id=8e1a8f4ed4415f1b&signature=fd0d69e6b89d900568e89b2e9e96258136b8aed13d0df4db578667f9e3b3556f&slot=0,43.640388,-79.438338
Chinese,"434 College St
Toronto, ON M4W 1A7",Nirvana,(437) 370-3547,$11-30,nirvanaoncollege.com,https://www.yelp.ca/adredir?ad_business_id=hNSvyreISNd9XXrHyyaSjQ&campaign_id=5b9kieiWImBF-LMvNqdrqg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fnirvana-toronto&request_id=8e1a8f4ed4415f1b&signature=7b5fbb7fd1b6e0e82f40ad5cbea864b135991b02336fec45dd27dfc3a3358cba&slot=1,43.656571,-79.40712
Chinese,"3601 Victoria Park Avenue
Unit 122
Toronto, ON M1W 3Y3",M&Y Bakery,(416) 493-3881,Under $10,,https://www.yelp.ca/biz/m-and-y-bakery-toronto-2,43.803801,-79.33575
Chinese,"19 Milliken Boulevard
Unit 4C - 3
Toronto, ON M1V 2R4",North China Country Style,(416) 800-9718,$11-30,,https://www.yelp.ca/biz/north-china-country-style-toronto,43.803437,-79.294306
Chinese,"4188 Finch Ave East
Unit 18
Toronto, ON M1S 5C2",Lin's Chinese Bun,(416) 840-0119,Under $10,,https://www.yelp.ca/biz/lins-chinese-bun-toronto,43.803389,-79.287851
Chinese,"200 Bay St
South Tower
Concourse Level
Toronto, ON M5J 2S1",Szechuan Express,,Under $10,,https://www.yelp.ca/biz/szechuan-express-toronto,43.646506,-79.380145
Chinese,"161 Bay Street
Unit C-220
Toronto, ON M5J 2S4",Manchu Wok,(416) 777-9522,Under $10,manchuwok.com,https://www.yelp.ca/biz/manchu-wok-toronto-10,43.646577,-79.378782
Chinese,"3700 Midland Ave
Unit 109
Toronto, ON M1V 0B3",Jim Chai Kee Wonton Noodle,(647) 834-7834,Under $10,,https://www.yelp.ca/biz/jim-chai-kee-wonton-noodle-toronto,43.814596,-79.292263
Chinese,"7 Progress Avenue
Toronto, ON M1P 2M1",Hot Wok,(416) 293-5342,Under $10,,https://www.yelp.ca/biz/hot-wok-toronto,43.769328,-79.281627
Chinese,"3250 Midland Avenue
Unit G
Toronto, ON M1V",JXY Dumpling Restaurant,(647) 352-8966,$11-30,,https://www.yelp.ca/biz/jxy-dumpling-restaurant-toronto-2,43.805067,-79.28742
Chinese,"2708 Avenue Danforth
Toronto, ON M4C 1L7",King's Restaurant,(416) 690-3055,,,https://www.yelp.ca/biz/kings-restaurant-toronto,43.689061,-79.298383
Chinese,"2344 Av Danforth
Toronto, ON M4C 1K7",Harbour King Restaurant,(416) 696-6519,,,https://www.yelp.ca/biz/harbour-king-restaurant-toronto,43.687289,-79.306613
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga's Corner,(647) 761-0965,Under $10,,https://www.yelp.ca/adredir?ad_business_id=rfgln6-7WFCu7S7fOoqMdA&campaign_id=J2ReRvseOldb5s8dVW_XfA&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Flogas-corner-toronto&request_id=8e1a8f4ed4415f1b&signature=4c7a4d46ff560a1510da4b94ec250235dcfd041b053bd5167592cfa280c46f29&slot=0,43.640353,-79.435923
Chinese,"4365 Sheppard Avenue E
Toronto, ON M1S 1T6",Taste of Western China,(416) 628-8966,Under $10,,https://www.yelp.ca/biz/taste-of-western-china-toronto,43.786717,-79.270877
Chinese,"977 O'Connor
Toronto, ON M4B 2T1",977 Cafe,(647) 352-2777,,,https://www.yelp.ca/biz/977-cafe-toronto,43.708826,-79.309866
Chinese,"1176 Danforth Avenue E
Toronto, ON M4J 1M3",Green Lady,(416) 405-8877,,,https://www.yelp.ca/biz/green-lady-toronto,43.681611,-79.332837
Chinese,"492 Dundas Street W
Toronto, ON M5T 1G9",Tian An Cuisine,(416) 977-3311,$11-30,,https://www.yelp.ca/biz/tian-an-cuisine-toronto,43.653197,-79.397426
Chinese,"3280 Midland Avenue
Unit 15
Toronto, ON M1V 0C7",Shaxian Delicacies,(416) 754-3248,$11-30,,https://www.yelp.ca/biz/shaxian-delicacies-toronto,43.805877,-79.288317
Chinese,"6028 Yonge Street
Toronto, ON M2M 3W5",I Love BBQ,(647) 748-8817,$11-30,,https://www.yelp.ca/biz/i-love-bbq-toronto,43.789681,-79.418014
